布靡そ絪腹,笲そ絪腹,腹,布贺絪腹,布贺絏,隔絬そ隔絪腹,诀絪腹,ó腹,ó丁(),璸禣(),璸禣(),ó丁(),璸禣(),璸禣(),ユ龟Ι,﹍布基,纔磃布基,纔磃肂
EasyCard,47000,1838564840,1,穛ρ1布,1133,138,953-FW,2017/9/20 11:08,0,浆ó,2017/9/20 11:19,2,浆,11,12,11,1
EasyCard,47000,1838759656,1,穛ρ1布,1133,175,938-FW,2017/9/14 10:58,0,浆ó,2017/9/14 11:05,0,浆ó,11,12,11,1
EasyCard,47000,1838790888,1,穛ρ1布,1141,135,927-FW,2017/9/20 09:06,2,浆,2017/9/20 09:39,11,碔,30,34,30,4
EasyCard,47000,1839026920,1,穛ρ1布,1133,105,950-FW,2017/9/4 10:46,0,浆ó,2017/9/4 12:01,11,碔,43,48,43,5
EasyCard,47000,1839026920,1,穛ρ1布,1133,134,426-FQ,2017/9/23 11:08,0,浆ó,2017/9/23 11:53,10,穝,36,41,36,5
EasyCard,47000,1839026920,1,穛ρ1布,1133,138,953-FW,2017/9/25 10:46,0,浆ó,2017/9/25 11:50,11,碔,43,48,43,5
EasyCard,47000,1839920360,1,穛ρ1布,1133,111,420-FQ,2017/9/8 11:29,4,0き洛皘,2017/9/8 11:54,10,穝,21,24,21,3
EasyCard,47000,1840124392,1,穛ρ1布,1126,135,927-FW,2017/9/14 10:35,5,瓾,2017/9/14 11:05,0,浆ó,17,19,17,2
EasyCard,47000,1840124392,1,穛ρ1布,1126,135,927-FW,2017/9/23 10:04,5,瓾,2017/9/23 10:33,0,浆ó,17,19,17,2
EasyCard,47000,1840124392,1,穛ρ1布,1133,247,952-FW,2017/9/2 13:48,0,浆ó,2017/9/2 14:23,5,瓾,17,19,17,2
EasyCard,47000,1840860136,3,稲み布,1133,280,925-FW,2017/9/7 13:48,0,浆ó,2017/9/7 15:40,17,ぱ不,78,89,78,11
EasyCard,47000,1840860136,3,稲み布,1133,280,925-FW,2017/9/27 13:35,0,浆ó,2017/9/27 16:26,17,ぱ不,78,89,78,11
EasyCard,47000,1840860136,3,稲み布,1133,280,925-FW,2017/9/27 16:27,17,ぱ不,2017/9/27 18:39,0,浆ó,78,89,78,11
EasyCard,47000,1859053171,0,布,1133,138,953-FW,2017/9/25 14:24,16,厚,2017/9/25 14:53,12,び緗徽,31,71,63,8
EasyCard,47000,1859216616,1,穛ρ1布,1133,144,951-FW,2017/9/28 11:17,2,浆,2017/9/28 11:50,10,穝,27,30,27,3
EasyCard,47000,1860071912,3,稲み布,1133,103,923-FW,2017/9/28 18:33,1,盵,2017/9/28 18:39,0,浆ó,11,12,11,1
EasyCard,47000,1861075944,1,穛ρ1布,1133,103,923-FW,2017/9/29 17:30,12,び緗徽,2017/9/29 18:14,2,浆,34,38,34,4
EasyCard,47000,1861075944,1,穛ρ1布,1133,206,977-FW,2017/9/6 14:25,2,浆,2017/9/6 16:24,17,ぱ不,68,77,68,9
EasyCard,47000,1861075944,1,穛ρ1布,1133,206,977-FW,2017/9/6 16:39,17,ぱ不,2017/9/6 18:08,3,古ń,64,73,64,9
EasyCard,47000,1861289704,3,稲み布,1133,151,495-FQ,2017/9/16 11:11,0,浆ó,2017/9/16 11:34,3,古ń,14,16,14,2
EasyCard,47000,1861289704,3,稲み布,1133,219,919-FW,2017/9/15 15:32,1,盵,2017/9/15 15:39,0,浆ó,11,12,11,1
EasyCard,47000,1861411304,1,穛ρ1布,1133,175,938-FW,2017/9/14 15:20,6,眃贾,2017/9/14 15:34,0,浆ó,20,22,20,2
EasyCard,47000,1861411304,1,穛ρ1布,1141,135,927-FW,2017/9/26 08:40,0,浆ó,2017/9/26 09:04,2,浆,11,12,11,1
EasyCard,47000,1862504168,1,穛ρ1布,1141,135,927-FW,2017/9/26 16:18,24,拉,2017/9/26 19:01,0,浆ó,149,170,149,21
EasyCard,47000,1876073192,1,穛ρ1布,1133,151,948-FW,2017/9/30 15:33,5,瓾,2017/9/30 16:11,0,浆ó,17,19,17,2
EasyCard,47000,1888907963,0,布,1133,151,495-FQ,2017/9/16 14:26,15,嘹也爵,2017/9/16 14:51,10,穝,28,65,57,8
EasyCard,47000,1889508896,0,布,1133,111,420-FQ,2017/9/12 10:41,0,浆ó,2017/9/12 11:28,5,瓾,16,38,33,5
EasyCard,47000,1889508896,0,布,1133,144,951-FW,2017/9/13 14:04,16,厚,2017/9/13 15:56,2,浆,65,148,130,18
EasyCard,47000,191641489,0,布,1133,206,977-FW,2017/9/6 17:25,12,び緗徽,2017/9/6 18:43,0,浆ó,43,99,87,12
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/2 17:52,17,ぱ不,2017/9/2 19:01,0,浆ó,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/4 08:48,0,浆ó,2017/9/4 09:59,17,ぱ不,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/4 17:56,17,ぱ不,2017/9/4 19:01,0,浆ó,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/5 17:58,17,ぱ不,2017/9/5 19:06,0,浆ó,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/6 08:47,0,浆ó,2017/9/6 10:21,17,ぱ不,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/6 17:54,17,ぱ不,2017/9/6 19:06,0,浆ó,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/9 08:49,0,浆ó,2017/9/9 10:02,17,ぱ不,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/9 17:59,17,ぱ不,2017/9/9 19:10,0,浆ó,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/11 08:47,0,浆ó,2017/9/11 10:10,17,ぱ不,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/13 08:48,0,浆ó,2017/9/13 10:16,17,ぱ不,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/13 17:54,17,ぱ不,2017/9/13 19:04,0,浆ó,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/22 08:50,0,浆ó,2017/9/22 10:18,17,ぱ不,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/22 17:56,17,ぱ不,2017/9/22 19:01,0,浆ó,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/24 08:47,0,浆ó,2017/9/24 09:57,17,ぱ不,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/24 17:53,17,ぱ不,2017/9/24 19:05,0,浆ó,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/26 08:50,0,浆ó,2017/9/26 10:24,17,ぱ不,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/26 17:52,17,ぱ不,2017/9/26 19:04,0,浆ó,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/29 08:48,0,浆ó,2017/9/29 10:17,17,ぱ不,137,156,137,19
EasyCard,47000,192187681,0,布,1141,135,927-FW,2017/9/29 17:55,17,ぱ不,2017/9/29 19:00,0,浆ó,137,156,137,19
EasyCard,47000,193877071,0,布,1133,111,420-FQ,2017/9/8 15:29,3,古ń,2017/9/8 15:39,1,盵,10,24,21,3
EasyCard,47000,1953785832,1,穛ρ1布,1126,135,927-FW,2017/9/30 06:51,1,盵,2017/9/30 07:21,10,穝,27,31,27,4
EasyCard,47000,1955505640,1,穛ρ1布,1133,123,955-FW,2017/9/19 16:16,2,浆,2017/9/19 16:38,0,浆ó,11,12,11,1
EasyCard,47000,1955525352,1,穛ρ1布,1133,111,420-FQ,2017/9/12 11:21,2,浆,2017/9/12 12:02,12,び緗徽,34,38,34,4
EasyCard,47000,1956123880,1,穛ρ1布,1126,212,938-FW,2017/9/22 06:31,0,浆ó,2017/9/22 09:21,22,秽,91,104,91,13
EasyCard,47000,1956123880,1,穛ρ1布,1126,212,938-FW,2017/9/22 09:22,22,秽,2017/9/22 11:40,2,浆,81,93,81,12
EasyCard,47000,1956176360,3,稲み布,1133,138,953-FW,2017/9/20 10:58,0,浆ó,2017/9/20 12:41,17,ぱ不,78,89,78,11
EasyCard,47000,1956176360,3,稲み布,1133,138,953-FW,2017/9/20 13:57,17,ぱ不,2017/9/20 16:25,0,浆ó,78,89,78,11
EasyCard,47000,1956176360,3,稲み布,1133,175,493-FQ,2017/9/24 10:44,0,浆ó,2017/9/24 12:45,17,ぱ不,78,89,78,11
EasyCard,47000,1956176360,3,稲み布,1133,175,493-FQ,2017/9/24 14:25,17,ぱ不,2017/9/24 16:09,6,眃贾,58,66,58,8
EasyCard,47000,1956176360,3,稲み布,1133,205,949-FW,2017/9/17 10:56,0,浆ó,2017/9/17 12:43,17,ぱ不,78,89,78,11
EasyCard,47000,1956176360,3,稲み布,1133,205,949-FW,2017/9/17 13:57,17,ぱ不,2017/9/17 15:58,0,浆ó,78,89,78,11
EasyCard,47000,1956182760,3,稲み布,1133,189,427-FQ,2017/9/21 10:39,0,浆ó,2017/9/21 12:54,17,ぱ不,78,89,78,11
EasyCard,47000,1956182760,3,稲み布,1133,189,427-FQ,2017/9/21 13:54,17,ぱ不,2017/9/21 16:04,0,浆ó,78,89,78,11
EasyCard,47000,1958032104,1,穛ρ1布,1133,219,919-FW,2017/9/15 10:41,0,浆ó,2017/9/15 12:44,17,ぱ不,78,89,78,11
EasyCard,47000,1958032104,1,穛ρ1布,1133,219,919-FW,2017/9/15 13:59,17,ぱ不,2017/9/15 15:54,0,浆ó,78,89,78,11
EasyCard,47000,1958636520,1,穛ρ1布,1133,138,953-FW,2017/9/20 11:11,0,浆ó,2017/9/20 11:23,2,浆,11,12,11,1
EasyCard,47000,1959161064,3,稲み布,1133,103,923-FW,2017/9/29 17:30,12,び緗徽,2017/9/29 18:14,2,浆,34,38,34,4
EasyCard,47000,1959161064,3,稲み布,1133,206,977-FW,2017/9/6 14:25,2,浆,2017/9/6 16:24,17,ぱ不,68,77,68,9
EasyCard,47000,1959161064,3,稲み布,1133,206,977-FW,2017/9/6 16:39,17,ぱ不,2017/9/6 18:08,3,古ń,64,73,64,9
EasyCard,47000,1959604712,3,稲み布,1133,103,923-FW,2017/9/28 14:12,1,盵,2017/9/28 14:51,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,103,923-FW,2017/9/29 14:09,1,盵,2017/9/29 14:49,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,134,426-FQ,2017/9/21 14:11,1,盵,2017/9/21 14:50,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,142,978-FW,2017/9/5 14:11,1,盵,2017/9/5 14:49,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,142,978-FW,2017/9/13 14:09,1,盵,2017/9/13 14:48,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,142,978-FW,2017/9/15 14:11,1,盵,2017/9/15 14:47,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,158,926-FW,2017/9/1 14:13,1,盵,2017/9/1 14:51,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,175,493-FQ,2017/9/26 14:14,1,盵,2017/9/26 14:46,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,206,977-FW,2017/9/6 14:13,1,盵,2017/9/6 14:53,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,206,977-FW,2017/9/10 14:14,1,盵,2017/9/10 14:54,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,219,919-FW,2017/9/23 14:14,1,盵,2017/9/23 14:52,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,247,952-FW,2017/9/2 14:11,1,盵,2017/9/2 14:44,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,247,952-FW,2017/9/4 14:11,1,盵,2017/9/4 14:43,6,眃贾,12,13,12,1
EasyCard,47000,1959604712,3,稲み布,1133,247,952-FW,2017/9/20 14:09,1,盵,2017/9/20 14:44,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,247,952-FW,2017/9/22 14:12,1,盵,2017/9/22 14:47,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,274,917-FW,2017/9/17 14:11,1,盵,2017/9/17 14:50,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,279,931-FW,2017/9/30 14:09,1,盵,2017/9/30 14:46,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,280,925-FW,2017/9/7 14:12,1,盵,2017/9/7 14:46,10,穝,29,32,29,3
EasyCard,47000,1959604712,3,稲み布,1133,280,925-FW,2017/9/27 14:11,1,盵,2017/9/27 14:46,10,穝,29,32,29,3
EasyCard,47000,1974756288,0,布,1133,138,953-FW,2017/9/25 13:59,17,ぱ不,2017/9/25 15:02,10,穝,41,94,83,11
EasyCard,47000,1989546640,0,布,1141,135,927-FW,2017/9/22 16:10,24,拉,2017/9/22 17:50,17,ぱ不,161,183,161,22
EasyCard,47000,2000471936,0,布,1133,138,953-FW,2017/9/25 13:59,17,ぱ不,2017/9/25 15:02,10,穝,41,94,83,11
EasyCard,47000,2007381520,0,布,1133,120,423-FQ,2017/9/22 15:04,15,嘹也爵,2017/9/22 15:35,10,穝,28,65,57,8
EasyCard,47000,20120853,0,布,1133,247,952-FW,2017/9/22 13:46,0,浆ó,2017/9/22 14:01,0,浆ó,10,24,21,3
EasyCard,47000,2014880096,5,厩ネ布,1141,135,927-FW,2017/9/2 08:37,0,浆ó,2017/9/2 09:36,12,び緗徽,81,92,81,11
EasyCard,47000,2015694312,1,穛ρ1布,1141,135,927-FW,2017/9/5 08:39,0,浆ó,2017/9/5 10:05,17,ぱ不,69,78,69,9
EasyCard,47000,2025753680,0,布,1141,135,927-FW,2017/9/13 19:03,0,浆ó,2017/9/13 19:16,0,浆ó,21,24,21,3
EasyCard,47000,2027422416,0,布,1141,135,927-FW,2017/9/13 19:02,0,浆ó,2017/9/13 19:17,0,浆ó,21,24,21,3
EasyCard,47000,2031618960,0,布,1133,175,938-FW,2017/9/14 11:56,10,穝,2017/9/14 12:11,12,び緗徽,10,24,21,3
EasyCard,47000,2041313510,1,穛ρ1布,1141,135,927-FW,2017/9/26 16:19,24,拉,2017/9/26 17:51,17,ぱ不,81,92,81,11
EasyCard,47000,2043426294,3,稲み布,1133,247,952-FW,2017/9/2 13:49,0,浆ó,2017/9/2 14:01,0,浆ó,11,12,11,1
EasyCard,47000,2045095696,0,布,1133,142,978-FW,2017/9/13 13:45,0,浆ó,2017/9/13 14:11,1,盵,10,24,21,3
EasyCard,47000,2054880232,3,稲み布,1133,142,978-FW,2017/9/5 17:22,12,び緗徽,2017/9/5 18:26,0,浆ó,44,50,44,6
EasyCard,47000,2061543144,1,穛ρ1布,1133,123,955-FW,2017/9/19 11:10,0,浆ó,2017/9/19 11:14,2,浆,11,12,11,1
EasyCard,47000,2061582056,1,穛ρ1布,1141,135,927-FW,2017/9/5 16:01,24,拉,2017/9/5 19:06,0,浆ó,149,170,149,21
EasyCard,47000,2061819880,1,穛ρ1布,1133,144,951-FW,2017/9/13 11:21,3,古ń,2017/9/13 11:45,11,碔,29,32,29,3
EasyCard,47000,2061819880,1,穛ρ1布,1133,227,430-FQ,2017/9/29 11:31,5,瓾,2017/9/29 11:56,11,碔,26,29,26,3
EasyCard,47000,2061819880,1,穛ρ1布,1141,135,927-FW,2017/9/20 08:52,0,浆ó,2017/9/20 09:34,10,穝,35,40,35,5
EasyCard,47000,2061819880,1,穛ρ1布,1141,135,927-FW,2017/9/24 08:51,0,浆ó,2017/9/24 09:27,11,碔,40,45,40,5
EasyCard,47000,2062087400,3,稲み布,1133,206,977-FW,2017/9/6 13:41,0,浆ó,2017/9/6 16:25,17,ぱ不,78,89,78,11
EasyCard,47000,2062087400,3,稲み布,1133,206,977-FW,2017/9/6 16:27,17,ぱ不,2017/9/6 18:45,0,浆ó,78,89,78,11
EasyCard,47000,2062087400,3,稲み布,1133,219,919-FW,2017/9/23 13:52,0,浆ó,2017/9/23 15:44,17,ぱ不,78,89,78,11
EasyCard,47000,2062087400,3,稲み布,1133,219,919-FW,2017/9/23 16:40,17,ぱ不,2017/9/23 18:08,2,浆,68,77,68,9
EasyCard,47000,2062133992,3,稲み布,1126,135,927-FW,2017/9/1 10:42,3,古ń,2017/9/1 11:10,0,浆ó,14,16,14,2
EasyCard,47000,2062302184,3,稲み布,1126,212,938-FW,2017/9/22 06:31,0,浆ó,2017/9/22 09:20,20,﹁腳,80,91,80,11
EasyCard,47000,2062302184,3,稲み布,1126,212,938-FW,2017/9/22 09:22,22,秽,2017/9/22 11:52,0,浆ó,91,104,91,13
EasyCard,47000,2062302184,3,稲み布,1133,206,977-FW,2017/9/6 13:41,0,浆ó,2017/9/6 16:25,17,ぱ不,78,89,78,11
EasyCard,47000,2062302184,3,稲み布,1133,206,977-FW,2017/9/6 16:27,17,ぱ不,2017/9/6 18:45,0,浆ó,78,89,78,11
EasyCard,47000,2062654696,3,稲み布,1133,120,423-FQ,2017/9/22 11:15,0,浆ó,2017/9/22 11:34,3,古ń,14,16,14,2
EasyCard,47000,2064451318,0,布,1141,135,927-FW,2017/9/26 16:19,24,拉,2017/9/26 17:51,17,ぱ不,161,183,161,22
EasyCard,47000,207218945,0,布,1133,142,978-FW,2017/9/15 16:38,17,ぱ不,2017/9/15 18:20,1,盵,69,159,139,20
EasyCard,47000,2074368918,0,布,1141,135,927-FW,2017/9/6 15:56,24,拉,2017/9/6 17:36,17,ぱ不,161,183,161,22
EasyCard,47000,2077038604,5,厩ネ布,1133,134,426-FQ,2017/9/23 14:53,12,び緗徽,2017/9/23 15:46,0,浆ó,43,99,87,12
EasyCard,47000,2077165544,1,穛ρ1布,1133,144,951-FW,2017/9/13 11:03,0,浆ó,2017/9/13 11:20,3,古ń,14,16,14,2
EasyCard,47000,2077165544,1,穛ρ1布,1133,144,951-FW,2017/9/18 11:07,0,浆ó,2017/9/18 11:23,3,古ń,14,16,14,2
EasyCard,47000,2077165544,1,穛ρ1布,1133,175,938-FW,2017/9/14 11:10,0,浆ó,2017/9/14 11:28,3,古ń,14,16,14,2
EasyCard,47000,2077165544,1,穛ρ1布,1141,135,927-FW,2017/9/16 08:54,0,浆ó,2017/9/16 09:09,3,古ń,14,16,14,2
EasyCard,47000,2077197800,3,稲み布,1133,219,919-FW,2017/9/15 10:41,0,浆ó,2017/9/15 12:44,17,ぱ不,78,89,78,11
EasyCard,47000,2077197800,3,稲み布,1133,219,919-FW,2017/9/15 13:59,17,ぱ不,2017/9/15 15:54,0,浆ó,78,89,78,11
EasyCard,47000,2096657820,0,布,1133,111,429-FQ,2017/9/26 15:28,2,浆,2017/9/26 15:53,0,浆ó,10,24,21,3
EasyCard,47000,2097017580,0,布,1133,120,423-FQ,2017/9/22 15:04,15,嘹也爵,2017/9/22 15:35,10,穝,28,65,57,8
EasyCard,47000,2097854970,0,布,1133,175,493-FQ,2017/9/24 15:01,13,琄爵,2017/9/24 15:16,10,穝,12,28,24,4
EasyCard,47000,2099327802,0,布,1133,151,495-FQ,2017/9/16 14:26,15,嘹也爵,2017/9/16 14:51,10,穝,28,65,57,8
EasyCard,47000,2110332136,0,布,1133,206,977-FW,2017/9/6 16:57,15,嘹也爵,2017/9/6 18:43,0,浆ó,65,148,130,18
EasyCard,47000,212925121,0,布,1133,175,493-FQ,2017/9/26 13:55,0,浆ó,2017/9/26 13:59,0,浆ó,10,24,21,3
EasyCard,47000,212995841,0,布,1133,111,420-FQ,2017/9/8 10:41,0,浆ó,2017/9/8 12:06,12,び緗徽,43,99,87,12
EasyCard,47000,2140266992,5,厩ネ布,1133,138,953-FW,2017/9/20 10:44,0,浆ó,2017/9/20 12:03,12,び緗徽,43,99,87,12
EasyCard,47000,215345878,5,厩ネ布,1141,135,927-FW,2017/9/2 08:37,0,浆ó,2017/9/2 09:36,12,び緗徽,81,92,81,11
EasyCard,47000,221852273,0,布,1133,123,955-FW,2017/9/3 12:18,14,匪痐,2017/9/3 12:43,17,ぱ不,23,53,46,7
EasyCard,47000,222388913,0,布,1133,123,955-FW,2017/9/3 12:18,14,匪痐,2017/9/3 12:44,17,ぱ不,23,53,46,7
EasyCard,47000,2226982376,3,稲み布,1126,135,927-FW,2017/9/14 10:42,2,浆,2017/9/14 10:48,0,浆ó,11,12,11,1
EasyCard,47000,2227097064,3,稲み布,1133,123,955-FW,2017/9/19 16:18,1,盵,2017/9/19 16:38,0,浆ó,11,12,11,1
EasyCard,47000,2228363496,1,穛ρ1布,1133,142,978-FW,2017/9/15 14:05,0,浆ó,2017/9/15 14:25,3,古ń,14,16,14,2
EasyCard,47000,2228363496,1,穛ρ1布,1133,227,430-FQ,2017/9/29 11:19,2,浆,2017/9/29 11:50,9,╭狶,23,26,23,3
EasyCard,47000,222937313,0,布,1133,134,426-FQ,2017/9/23 15:44,1,盵,2017/9/23 16:03,0,浆ó,10,24,21,3
EasyCard,47000,2229512424,3,稲み布,1126,135,927-FW,2017/9/14 10:42,2,浆,2017/9/14 10:48,0,浆ó,11,12,11,1
EasyCard,47000,2229513448,3,稲み布,1126,135,927-FW,2017/9/14 10:42,2,浆,2017/9/14 10:48,0,浆ó,11,12,11,1
EasyCard,47000,2229654760,3,稲み布,1141,135,927-FW,2017/9/9 09:09,2,浆,2017/9/9 09:37,12,び緗徽,31,35,31,4
EasyCard,47000,2229693416,1,穛ρ1布,1133,247,952-FW,2017/9/20 13:46,0,浆ó,2017/9/20 14:14,2,浆,11,12,11,1
EasyCard,47000,2230384360,3,稲み布,1133,111,429-FQ,2017/9/26 10:58,0,浆ó,2017/9/26 11:20,2,浆,11,12,11,1
EasyCard,47000,2230782952,1,穛ρ1布,1141,135,927-FW,2017/9/13 08:58,0,浆ó,2017/9/13 09:10,3,古ń,14,16,14,2
EasyCard,47000,2230884328,1,穛ρ1布,1126,212,938-FW,2017/9/22 06:31,0,浆ó,2017/9/22 09:21,22,秽,91,104,91,13
EasyCard,47000,2230884328,1,穛ρ1布,1126,212,938-FW,2017/9/22 09:22,22,秽,2017/9/22 11:40,2,浆,81,93,81,12
EasyCard,47000,2230887400,1,穛ρ1布,1141,135,927-FW,2017/9/9 08:58,0,浆ó,2017/9/9 09:05,2,浆,11,12,11,1
EasyCard,47000,2231307240,0,布,1133,105,950-FW,2017/9/4 14:58,15,嘹也爵,2017/9/4 16:08,2,浆,55,125,110,15
EasyCard,47000,2231307240,0,布,1133,123,955-FW,2017/9/3 14:17,15,嘹也爵,2017/9/3 15:28,2,浆,55,125,110,15
EasyCard,47000,2231307240,0,布,1133,134,428-FQ,2017/9/5 14:20,15,嘹也爵,2017/9/5 15:31,2,浆,55,125,110,15
EasyCard,47000,2231307240,0,布,1133,144,951-FW,2017/9/7 14:17,15,嘹也爵,2017/9/7 15:27,2,浆,55,125,110,15
EasyCard,47000,2231326440,1,穛ρ1布,1141,135,927-FW,2017/9/5 08:59,1,盵,2017/9/5 09:04,2,浆,11,12,11,1
EasyCard,47000,2233827048,1,穛ρ1布,1141,135,927-FW,2017/9/9 09:09,2,浆,2017/9/9 09:37,12,び緗徽,31,35,31,4
EasyCard,47000,2235002088,1,穛ρ1布,1133,144,951-FW,2017/9/13 16:02,2,浆,2017/9/13 16:22,0,浆ó,11,12,11,1
EasyCard,47000,2235002088,1,穛ρ1布,1133,151,948-FW,2017/9/30 15:12,10,穝,2017/9/30 16:11,0,浆ó,36,41,36,5
EasyCard,47000,2235031016,1,穛ρ1布,1126,212,938-FW,2017/9/22 06:31,0,浆ó,2017/9/22 09:20,20,﹁腳,80,91,80,11
EasyCard,47000,2235031016,1,穛ρ1布,1126,212,938-FW,2017/9/22 09:22,22,秽,2017/9/22 11:42,1,盵,83,95,83,12
EasyCard,47000,2235045096,1,穛ρ1布,1133,134,426-FQ,2017/9/21 14:03,0,浆ó,2017/9/21 14:59,11,碔,43,48,43,5
EasyCard,47000,2235045096,1,穛ρ1布,1133,144,951-FW,2017/9/7 11:08,0,浆ó,2017/9/7 12:08,11,碔,43,48,43,5
EasyCard,47000,2235045096,1,穛ρ1布,1133,144,951-FW,2017/9/13 10:47,0,浆ó,2017/9/13 11:53,11,碔,43,48,43,5
EasyCard,47000,2235045096,1,穛ρ1布,1141,135,927-FW,2017/9/29 09:34,10,穝,2017/9/29 09:38,11,碔,11,12,11,1
EasyCard,47000,2236312040,1,穛ρ1布,1141,135,927-FW,2017/9/5 08:53,0,浆ó,2017/9/5 09:38,12,び緗徽,41,46,41,5
EasyCard,47000,2236312040,1,穛ρ1布,1141,135,927-FW,2017/9/20 08:53,0,浆ó,2017/9/20 09:40,12,び緗徽,41,46,41,5
EasyCard,47000,2236312040,1,穛ρ1布,1141,135,927-FW,2017/9/29 08:53,0,浆ó,2017/9/29 09:40,12,び緗徽,41,46,41,5
EasyCard,47000,2236313064,1,穛ρ1布,1141,135,927-FW,2017/9/5 08:53,0,浆ó,2017/9/5 09:38,12,び緗徽,41,46,41,5
EasyCard,47000,2236313064,1,穛ρ1布,1141,135,927-FW,2017/9/20 08:53,0,浆ó,2017/9/20 09:40,12,び緗徽,41,46,41,5
EasyCard,47000,2236313064,1,穛ρ1布,1141,135,927-FW,2017/9/29 08:53,0,浆ó,2017/9/29 09:40,12,び緗徽,41,46,41,5
EasyCard,47000,2236347368,1,穛ρ1布,1133,134,426-FQ,2017/9/21 14:03,0,浆ó,2017/9/21 14:59,11,碔,43,48,43,5
EasyCard,47000,2236347368,1,穛ρ1布,1133,144,951-FW,2017/9/13 10:47,0,浆ó,2017/9/13 11:54,11,碔,43,48,43,5
EasyCard,47000,224490385,0,布,1133,144,951-FW,2017/9/18 14:16,15,嘹也爵,2017/9/18 14:34,13,琄爵,16,37,33,4
EasyCard,47000,2280795908,4,抄︸布(布),1133,111,420-FQ,2017/9/1 15:32,2,浆,2017/9/1 15:35,2,浆,10,12,11,1
EasyCard,47000,2280795908,4,抄︸布(布),1133,151,948-FW,2017/9/30 15:43,2,浆,2017/9/30 15:46,2,浆,10,12,11,1
EasyCard,47000,228579855,0,布,1126,135,927-FW,2017/9/1 06:35,0,浆ó,2017/9/1 06:49,1,盵,21,24,21,3
EasyCard,47000,228579855,0,布,1126,135,927-FW,2017/9/3 06:34,0,浆ó,2017/9/3 06:47,1,盵,21,24,21,3
EasyCard,47000,228579855,0,布,1126,135,927-FW,2017/9/10 06:33,0,浆ó,2017/9/10 06:47,1,盵,21,24,21,3
EasyCard,47000,228579855,0,布,1126,135,927-FW,2017/9/12 06:33,0,浆ó,2017/9/12 06:47,1,盵,21,24,21,3
EasyCard,47000,228579855,0,布,1126,135,927-FW,2017/9/17 06:35,0,浆ó,2017/9/17 06:47,1,盵,21,24,21,3
EasyCard,47000,228579855,0,布,1126,135,927-FW,2017/9/23 06:35,0,浆ó,2017/9/23 06:49,1,盵,21,24,21,3
EasyCard,47000,228579855,0,布,1126,135,927-FW,2017/9/25 06:35,0,浆ó,2017/9/25 06:49,1,盵,21,24,21,3
EasyCard,47000,228579855,0,布,1126,212,938-FW,2017/9/22 06:39,0,浆ó,2017/9/22 06:53,1,盵,21,24,21,3
EasyCard,47000,228579855,0,布,1141,135,927-FW,2017/9/13 18:55,1,盵,2017/9/13 19:04,0,浆ó,21,24,21,3
EasyCard,47000,2304336616,5,厩ネ布,1133,111,420-FQ,2017/9/1 10:49,0,浆ó,2017/9/1 10:58,0,浆ó,10,24,21,3
